phase,number,ga_rmse,abs_dTrP,state,parent_trial_id,seed,epochs,cfg_L,cfg_hidden,cfg_epochs,cfg_seed,cfg_print_every,cfg_logfile,cfg_csv,cfg_lr,cfg_w_plaq,cfg_w_wil11,cfg_w_wil12,cfg_w_wil22,cfg_w_wil13,cfg_w_wil23,cfg_w_cr,cfg_w_unitary,cfg_w_phi_smooth,cfg_w_theta_smooth,cfg_w_phi_l2,cfg_use_huber,cfg_huber_delta_wil,cfg_huber_delta_cr,cfg_teacher_seed,param_lr,param_use_huber,param_w_plaq,param_w_unitary,param_w_phi_smooth,param_w_theta_smooth,param_w_phi_l2,param_huber_delta_wil,param_huber_delta_cr
base,456,0.32564878463745117,0.42875146865844727,1,,42,300,4,32,300,42,200,,,0.003067161352242765,0.027581833233185565,0.1,0.28,0.2,0.22,0.18,0.2,0.13311281804059927,0.03941021735023271,0.039921235283937644,0.0016720448746557317,True,0.00955155915585546,0.01544837443902471,20250923,0.003067161352242765,True,0.027581833233185565,0.13311281804059927,0.03941021735023271,0.039921235283937644,0.0016720448746557317,0.00955155915585546,0.01544837443902471
base,474,0.32681554555892944,0.4364669919013977,1,,42,300,4,32,300,42,200,,,0.0035621939574188867,0.05856168757654601,0.1,0.28,0.2,0.22,0.18,0.2,0.13311281804059927,0.05168733221792483,0.03780816291652277,0.0010409594442585429,False,0.007751320554953205,0.012284904565261023,20250923,0.0035621939574188867,False,0.05856168757654601,0.13311281804059927,0.05168733221792483,0.03780816291652277,0.0010409594442585429,0.007751320554953205,0.012284904565261023
base,461,0.32893824577331543,0.44703611731529236,1,,42,300,4,32,300,42,200,,,0.003067161352242765,0.03677886835487656,0.1,0.28,0.2,0.22,0.18,0.2,0.08835025591538305,0.03941021735023271,0.039921235283937644,0.0016720448746557317,True,0.00955155915585546,0.005986102350320905,20250923,0.003067161352242765,True,0.03677886835487656,0.08835025591538305,0.03941021735023271,0.039921235283937644,0.0016720448746557317,0.00955155915585546,0.005986102350320905
base,119,0.3296349048614502,0.12184653431177139,1,,42,300,4,32,300,42,200,,,0.0035621939574188867,0.03677886835487656,0.1,0.28,0.2,0.22,0.18,0.2,0.13311281804059927,0.05168733221792483,0.03817592460304263,0.0021485732794660887,False,0.007751320554953205,0.00624983267049723,20250923,0.0035621939574188867,False,0.03677886835487656,0.13311281804059927,0.05168733221792483,0.03817592460304263,0.0021485732794660887,0.007751320554953205,0.00624983267049723
base,277,0.3296349048614502,0.12184653431177139,1,,42,300,4,32,300,42,200,,,0.0035621939574188867,0.039976649232432965,0.1,0.28,0.2,0.22,0.18,0.2,0.13311281804059927,0.05168733221792483,0.03817592460304263,0.0021485732794660887,False,0.007751320554953205,0.00624983267049723,20250923,0.0035621939574188867,False,0.039976649232432965,0.13311281804059927,0.05168733221792483,0.03817592460304263,0.0021485732794660887,0.007751320554953205,0.00624983267049723
base,376,0.3296349048614502,0.12184653431177139,1,,42,300,4,32,300,42,200,,,0.0035621939574188867,0.03677886835487656,0.1,0.28,0.2,0.22,0.18,0.2,0.13311281804059927,0.05168733221792483,0.03817592460304263,0.0021485732794660887,False,0.007751320554953205,0.00624983267049723,20250923,0.0035621939574188867,False,0.03677886835487656,0.13311281804059927,0.05168733221792483,0.03817592460304263,0.0021485732794660887,0.007751320554953205,0.00624983267049723
base,416,0.3296349048614502,0.12184653431177139,1,,42,300,4,32,300,42,200,,,0.0035621939574188867,0.02498308658344426,0.1,0.28,0.2,0.22,0.18,0.2,0.13311281804059927,0.05168733221792483,0.03817592460304263,0.0021485732794660887,False,0.00955155915585546,0.01544837443902471,20250923,0.0035621939574188867,False,0.02498308658344426,0.13311281804059927,0.05168733221792483,0.03817592460304263,0.0021485732794660887,0.00955155915585546,0.01544837443902471
base,447,0.3296349048614502,0.12184653431177139,1,,42,300,4,32,300,42,200,,,0.0035621939574188867,0.027622029911459064,0.1,0.28,0.2,0.22,0.18,0.2,0.13311281804059927,0.05168733221792483,0.03817592460304263,0.0021485732794660887,False,0.004646842572151072,0.005624086267024151,20250923,0.0035621939574188867,False,0.027622029911459064,0.13311281804059927,0.05168733221792483,0.03817592460304263,0.0021485732794660887,0.004646842572151072,0.005624086267024151
base,393,0.3304388225078583,0.1965678334236145,1,,42,300,4,32,300,42,200,,,0.0035621939574188867,0.039976649232432965,0.1,0.28,0.2,0.22,0.18,0.2,0.03187413777803088,0.05168733221792483,0.0398657958299808,0.007294854520925368,False,0.004646842572151072,0.005624086267024151,20250923,0.0035621939574188867,False,0.039976649232432965,0.03187413777803088,0.05168733221792483,0.0398657958299808,0.007294854520925368,0.004646842572151072,0.005624086267024151
base,399,0.3306330144405365,0.5311338901519775,1,,42,300,4,32,300,42,200,,,0.0035621939574188867,0.03531475732722501,0.1,0.28,0.2,0.22,0.18,0.2,0.13311281804059927,0.05508615015478824,0.042664547029439184,0.001370983452487797,False,0.0028732743401935633,0.01464633643741786,20250923,0.0035621939574188867,False,0.03531475732722501,0.13311281804059927,0.05508615015478824,0.042664547029439184,0.001370983452487797,0.0028732743401935633,0.01464633643741786
base,331,0.3307652771472931,0.34394821524620056,1,,42,300,4,32,300,42,200,,,0.0035621939574188867,0.05014740192541536,0.1,0.28,0.2,0.22,0.18,0.2,0.16009879559655443,0.0394423904172735,0.03127588610132889,0.0016422963276282749,False,0.0023699576599635875,0.007936440233500168,20250923,0.0035621939574188867,False,0.05014740192541536,0.16009879559655443,0.0394423904172735,0.03127588610132889,0.0016422963276282749,0.0023699576599635875,0.007936440233500168
base,323,0.333479106426239,0.4217671751976013,1,,42,300,4,32,300,42,200,,,0.0035621939574188867,0.058410494547758166,0.1,0.28,0.2,0.22,0.18,0.2,0.13311281804059927,0.05508615015478824,0.039921235283937644,0.008983789283326469,False,0.00955155915585546,0.013155392469318721,20250923,0.0035621939574188867,False,0.058410494547758166,0.13311281804059927,0.05508615015478824,0.039921235283937644,0.008983789283326469,0.00955155915585546,0.013155392469318721
base,405,0.333479106426239,0.4217671751976013,1,,42,300,4,32,300,42,200,,,0.0035621939574188867,0.03531475732722501,0.1,0.28,0.2,0.22,0.18,0.2,0.13311281804059927,0.05508615015478824,0.039921235283937644,0.008983789283326469,False,0.00955155915585546,0.012284904565261023,20250923,0.0035621939574188867,False,0.03531475732722501,0.13311281804059927,0.05508615015478824,0.039921235283937644,0.008983789283326469,0.00955155915585546,0.012284904565261023
base,280,0.33433324098587036,0.1319664716720581,1,,42,300,4,32,300,42,200,,,0.0035621939574188867,0.027581833233185565,0.1,0.28,0.2,0.22,0.18,0.2,0.13311281804059927,0.05363202390765705,0.03780816291652277,0.0010409594442585429,False,0.004646842572151072,0.012284904565261023,20250923,0.0035621939574188867,False,0.027581833233185565,0.13311281804059927,0.05363202390765705,0.03780816291652277,0.0010409594442585429,0.004646842572151072,0.012284904565261023
base,391,0.33433324098587036,0.1319664716720581,1,,42,300,4,32,300,42,200,,,0.0035621939574188867,0.027581833233185565,0.1,0.28,0.2,0.22,0.18,0.2,0.13311281804059927,0.05363202390765705,0.03780816291652277,0.0010409594442585429,False,0.004646842572151072,0.012284904565261023,20250923,0.0035621939574188867,False,0.027581833233185565,0.13311281804059927,0.05363202390765705,0.03780816291652277,0.0010409594442585429,0.004646842572151072,0.012284904565261023
base,387,0.3348747789859772,0.6155775189399719,1,,42,300,4,32,300,42,200,,,0.0035621939574188867,0.058410494547758166,0.1,0.28,0.2,0.22,0.18,0.2,0.1661121029319328,0.0394423904172735,0.030642421374027614,0.0016422963276282749,False,0.0070140775387183595,0.004660786054509808,20250923,0.0035621939574188867,False,0.058410494547758166,0.1661121029319328,0.0394423904172735,0.030642421374027614,0.0016422963276282749,0.0070140775387183595,0.004660786054509808
base,419,0.33501681685447693,0.45178765058517456,1,,42,300,4,32,300,42,200,,,0.0035621939574188867,0.058410494547758166,0.1,0.28,0.2,0.22,0.18,0.2,0.13311281804059927,0.04000466794886905,0.035949125101108446,0.0005726504676509628,False,0.005976298713557774,0.013373360990184355,20250923,0.0035621939574188867,False,0.058410494547758166,0.13311281804059927,0.04000466794886905,0.035949125101108446,0.0005726504676509628,0.005976298713557774,0.013373360990184355
base,351,0.3354168236255646,0.428798645734787,1,,42,300,4,32,300,42,200,,,0.0035621939574188867,0.058410494547758166,0.1,0.28,0.2,0.22,0.18,0.2,0.14725235654866164,0.05508615015478824,0.035949125101108446,0.004395536800790681,False,0.005976298713557774,0.013373360990184355,20250923,0.0035621939574188867,False,0.058410494547758166,0.14725235654866164,0.05508615015478824,0.035949125101108446,0.004395536800790681,0.005976298713557774,0.013373360990184355
base,278,0.33597052097320557,0.20059502124786377,1,,42,300,4,32,300,42,200,,,0.0035621939574188867,0.05607404637299522,0.1,0.28,0.2,0.22,0.18,0.2,0.14725235654866164,0.05168733221792483,0.03351609602005637,0.004395536800790681,False,0.005976298713557774,0.0047901565485444966,20250923,0.0035621939574188867,False,0.05607404637299522,0.14725235654866164,0.05168733221792483,0.03351609602005637,0.004395536800790681,0.005976298713557774,0.0047901565485444966
base,457,0.33612677454948425,0.2706174850463867,1,,42,300,4,32,300,42,200,,,0.0035621939574188867,0.039976649232432965,0.1,0.28,0.2,0.22,0.18,0.2,0.1661121029319328,0.05168733221792483,0.03851836750851413,0.0016422963276282749,False,0.008153284314408784,0.005986102350320905,20250923,0.0035621939574188867,False,0.039976649232432965,0.1661121029319328,0.05168733221792483,0.03851836750851413,0.0016422963276282749,0.008153284314408784,0.005986102350320905
base,348,0.33768993616104126,0.6096235513687134,1,,42,300,4,32,300,42,200,,,0.0035621939574188867,0.058410494547758166,0.1,0.28,0.2,0.22,0.18,0.2,0.13311281804059927,0.03153293708693232,0.039921235283937644,0.007550820544557825,False,0.00955155915585546,0.008357714711164062,20250923,0.0035621939574188867,False,0.058410494547758166,0.13311281804059927,0.03153293708693232,0.039921235283937644,0.007550820544557825,0.00955155915585546,0.008357714711164062
base,374,0.33768993616104126,0.6096235513687134,1,,42,300,4,32,300,42,200,,,0.0035621939574188867,0.058410494547758166,0.1,0.28,0.2,0.22,0.18,0.2,0.13311281804059927,0.03153293708693232,0.039921235283937644,0.007550820544557825,False,0.005764943246158227,0.008357714711164062,20250923,0.0035621939574188867,False,0.058410494547758166,0.13311281804059927,0.03153293708693232,0.039921235283937644,0.007550820544557825,0.005764943246158227,0.008357714711164062
base,329,0.33783650398254395,0.27144375443458557,1,,42,300,4,32,300,42,200,,,0.0035621939574188867,0.03677886835487656,0.1,0.28,0.2,0.22,0.18,0.2,0.13311281804059927,0.05363202390765705,0.02249493806460027,0.0010409594442585429,False,0.004646842572151072,0.012284904565261023,20250923,0.0035621939574188867,False,0.03677886835487656,0.13311281804059927,0.05363202390765705,0.02249493806460027,0.0010409594442585429,0.004646842572151072,0.012284904565261023
base,227,0.33787375688552856,0.25449061393737793,1,,42,300,4,32,300,42,200,,,0.0035621939574188867,0.027581833233185565,0.1,0.28,0.2,0.22,0.18,0.2,0.13311281804059927,0.03941021735023271,0.027814879971763268,0.0010409594442585429,False,0.004646842572151072,0.00624983267049723,20250923,0.0035621939574188867,False,0.027581833233185565,0.13311281804059927,0.03941021735023271,0.027814879971763268,0.0010409594442585429,0.004646842572151072,0.00624983267049723
base,178,0.3380626142024994,0.6113964319229126,1,,42,300,4,32,300,42,200,,,0.003548547326960476,0.03565616183337858,0.1,0.28,0.2,0.22,0.18,0.2,0.1443560674273417,0.04715793906181409,0.02821892744114103,0.0022369106644461057,True,0.006679223635476834,0.00945482246450176,20250923,0.003548547326960476,True,0.03565616183337858,0.1443560674273417,0.04715793906181409,0.02821892744114103,0.0022369106644461057,0.006679223635476834,0.00945482246450176
base,404,0.33809489011764526,0.20563066005706787,1,,42,300,4,32,300,42,200,,,0.0035621939574188867,0.05014740192541536,0.1,0.28,0.2,0.22,0.18,0.2,0.1658586503958124,0.05274765813304292,0.03817592460304263,0.007294854520925368,False,0.0023699576599635875,0.005986102350320905,20250923,0.0035621939574188867,False,0.05014740192541536,0.1658586503958124,0.05274765813304292,0.03817592460304263,0.007294854520925368,0.0023699576599635875,0.005986102350320905
base,314,0.3389640152454376,0.3872816562652588,1,,42,300,4,32,300,42,200,,,0.0035621939574188867,0.024435402597364972,0.1,0.28,0.2,0.22,0.18,0.2,0.11773724168261561,0.03941021735023271,0.027814879971763268,0.0016422963276282749,False,0.004646842572151072,0.005986102350320905,20250923,0.0035621939574188867,False,0.024435402597364972,0.11773724168261561,0.03941021735023271,0.027814879971763268,0.0016422963276282749,0.004646842572151072,0.005986102350320905
base,354,0.3389640152454376,0.3872816562652588,1,,42,300,4,32,300,42,200,,,0.0035621939574188867,0.024435402597364972,0.1,0.28,0.2,0.22,0.18,0.2,0.13311281804059927,0.03941021735023271,0.027814879971763268,0.0016422963276282749,False,0.00955155915585546,0.012284904565261023,20250923,0.0035621939574188867,False,0.024435402597364972,0.13311281804059927,0.03941021735023271,0.027814879971763268,0.0016422963276282749,0.00955155915585546,0.012284904565261023
base,380,0.3389640152454376,0.3872816562652588,1,,42,300,4,32,300,42,200,,,0.0035621939574188867,0.04172644201725091,0.1,0.28,0.2,0.22,0.18,0.2,0.13311281804059927,0.03941021735023271,0.027814879971763268,0.0016422963276282749,False,0.004646842572151072,0.00624983267049723,20250923,0.0035621939574188867,False,0.04172644201725091,0.13311281804059927,0.03941021735023271,0.027814879971763268,0.0016422963276282749,0.004646842572151072,0.00624983267049723
base,254,0.33942627906799316,0.2398766577243805,1,,42,300,4,32,300,42,200,,,0.0035621939574188867,0.03531475732722501,0.1,0.28,0.2,0.22,0.18,0.2,0.13311281804059927,0.0394423904172735,0.03780816291652277,0.0019113127158262677,False,0.002404059625047921,0.012284904565261023,20250923,0.0035621939574188867,False,0.03531475732722501,0.13311281804059927,0.0394423904172735,0.03780816291652277,0.0019113127158262677,0.002404059625047921,0.012284904565261023
base,287,0.3394980728626251,0.191847026348114,1,,42,300,4,32,300,42,200,,,0.0035621939574188867,0.03167921032868738,0.1,0.28,0.2,0.22,0.18,0.2,0.13311281804059927,0.04280632393370206,0.03780816291652277,0.002235981219398213,False,0.002404059625047921,0.012284904565261023,20250923,0.0035621939574188867,False,0.03167921032868738,0.13311281804059927,0.04280632393370206,0.03780816291652277,0.002235981219398213,0.002404059625047921,0.012284904565261023
base,250,0.3396758735179901,0.19737815856933594,1,,42,300,4,32,300,42,200,,,0.0035621939574188867,0.024435402597364972,0.1,0.28,0.2,0.22,0.18,0.2,0.13311281804059927,0.05168733221792483,0.01704592496234259,0.007294854520925368,False,0.003094425706198823,0.005986102350320905,20250923,0.0035621939574188867,False,0.024435402597364972,0.13311281804059927,0.05168733221792483,0.01704592496234259,0.007294854520925368,0.003094425706198823,0.005986102350320905
base,352,0.3396758735179901,0.19737815856933594,1,,42,300,4,32,300,42,200,,,0.0035621939574188867,0.024435402597364972,0.1,0.28,0.2,0.22,0.18,0.2,0.13311281804059927,0.05168733221792483,0.01704592496234259,0.007294854520925368,False,0.003094425706198823,0.005986102350320905,20250923,0.0035621939574188867,False,0.024435402597364972,0.13311281804059927,0.05168733221792483,0.01704592496234259,0.007294854520925368,0.003094425706198823,0.005986102350320905
base,428,0.3397485911846161,0.1530362218618393,1,,42,300,4,32,300,42,200,,,0.0035621939574188867,0.058410494547758166,0.1,0.28,0.2,0.22,0.18,0.2,0.16015714884044924,0.05508615015478824,0.039921235283937644,0.00171709251928804,False,0.00955155915585546,0.009201556844546965,20250923,0.0035621939574188867,False,0.058410494547758166,0.16015714884044924,0.05508615015478824,0.039921235283937644,0.00171709251928804,0.00955155915585546,0.009201556844546965
base,475,0.33982717990875244,0.3376302421092987,1,,42,300,4,32,300,42,200,,,0.0035621939574188867,0.044081822474774546,0.1,0.28,0.2,0.22,0.18,0.2,0.03187413777803088,0.03941021735023271,0.03817592460304263,0.007294854520925368,False,0.004646842572151072,0.013077754846393796,20250923,0.0035621939574188867,False,0.044081822474774546,0.03187413777803088,0.03941021735023271,0.03817592460304263,0.007294854520925368,0.004646842572151072,0.013077754846393796
base,468,0.3399990200996399,0.2064051330089569,1,,42,300,4,32,300,42,200,,,0.0035621939574188867,0.03677886835487656,0.1,0.28,0.2,0.22,0.18,0.2,0.13311281804059927,0.05168733221792483,0.03780816291652277,0.0021485732794660887,False,0.007751320554953205,0.00624983267049723,20250923,0.0035621939574188867,False,0.03677886835487656,0.13311281804059927,0.05168733221792483,0.03780816291652277,0.0021485732794660887,0.007751320554953205,0.00624983267049723
base,294,0.3410661518573761,0.40064361691474915,1,,42,300,4,32,300,42,200,,,0.0035621939574188867,0.03167921032868738,0.1,0.28,0.2,0.22,0.18,0.2,0.13311281804059927,0.05363202390765705,0.02249493806460027,0.0014871668504089714,False,0.007751320554953205,0.012284904565261023,20250923,0.0035621939574188867,False,0.03167921032868738,0.13311281804059927,0.05363202390765705,0.02249493806460027,0.0014871668504089714,0.007751320554953205,0.012284904565261023
base,411,0.34145548939704895,0.15407463908195496,1,,42,300,4,32,300,42,200,,,0.0035621939574188867,0.039976649232432965,0.1,0.28,0.2,0.22,0.18,0.2,0.13311281804059927,0.05168733221792483,0.03817592460304263,0.0016422963276282749,False,0.0023699576599635875,0.015456730935384492,20250923,0.0035621939574188867,False,0.039976649232432965,0.13311281804059927,0.05168733221792483,0.03817592460304263,0.0016422963276282749,0.0023699576599635875,0.015456730935384492
base,430,0.3419288098812103,0.7980814576148987,1,,42,300,4,32,300,42,200,,,0.0035621939574188867,0.03677886835487656,0.1,0.28,0.2,0.22,0.18,0.2,0.13311281804059927,0.05168733221792483,0.01704592496234259,0.0010409594442585429,False,0.0023699576599635875,0.00624983267049723,20250923,0.0035621939574188867,False,0.03677886835487656,0.13311281804059927,0.05168733221792483,0.01704592496234259,0.0010409594442585429,0.0023699576599635875,0.00624983267049723
base,441,0.3419288098812103,0.7980814576148987,1,,42,300,4,32,300,42,200,,,0.0035621939574188867,0.03677886835487656,0.1,0.28,0.2,0.22,0.18,0.2,0.13311281804059927,0.05168733221792483,0.01704592496234259,0.0010409594442585429,False,0.007751320554953205,0.00624983267049723,20250923,0.0035621939574188867,False,0.03677886835487656,0.13311281804059927,0.05168733221792483,0.01704592496234259,0.0010409594442585429,0.007751320554953205,0.00624983267049723
base,295,0.342598021030426,0.2554505169391632,1,,42,300,4,32,300,42,200,,,0.0035621939574188867,0.03677886835487656,0.1,0.28,0.2,0.22,0.18,0.2,0.02527052987565421,0.05168733221792483,0.03393890667200601,0.0016720448746557317,False,0.007751320554953205,0.00624983267049723,20250923,0.0035621939574188867,False,0.03677886835487656,0.02527052987565421,0.05168733221792483,0.03393890667200601,0.0016720448746557317,0.007751320554953205,0.00624983267049723
base,398,0.3426121473312378,0.32952895760536194,1,,42,300,4,32,300,42,200,,,0.0035621939574188867,0.024435402597364972,0.1,0.28,0.2,0.22,0.18,0.2,0.13311281804059927,0.03153293708693232,0.01704592496234259,0.0017979899684646627,False,0.00955155915585546,0.005986102350320905,20250923,0.0035621939574188867,False,0.024435402597364972,0.13311281804059927,0.03153293708693232,0.01704592496234259,0.0017979899684646627,0.00955155915585546,0.005986102350320905
base,335,0.3427334725856781,0.1969618797302246,1,,42,300,4,32,300,42,200,,,0.0035621939574188867,0.03677886835487656,0.1,0.28,0.2,0.22,0.18,0.2,0.0469764246708733,0.05168733221792483,0.02249493806460027,0.0050096016011145685,False,0.003094425706198823,0.00624983267049723,20250923,0.0035621939574188867,False,0.03677886835487656,0.0469764246708733,0.05168733221792483,0.02249493806460027,0.0050096016011145685,0.003094425706198823,0.00624983267049723
base,363,0.3427334725856781,0.1969618797302246,1,,42,300,4,32,300,42,200,,,0.0035621939574188867,0.03677886835487656,0.1,0.28,0.2,0.22,0.18,0.2,0.0469764246708733,0.05168733221792483,0.02249493806460027,0.0050096016011145685,False,0.003094425706198823,0.00624983267049723,20250923,0.0035621939574188867,False,0.03677886835487656,0.0469764246708733,0.05168733221792483,0.02249493806460027,0.0050096016011145685,0.003094425706198823,0.00624983267049723
base,422,0.3427334725856781,0.1969618797302246,1,,42,300,4,32,300,42,200,,,0.0035621939574188867,0.03677886835487656,0.1,0.28,0.2,0.22,0.18,0.2,0.13311281804059927,0.05168733221792483,0.02249493806460027,0.0050096016011145685,False,0.004757910913725131,0.00624983267049723,20250923,0.0035621939574188867,False,0.03677886835487656,0.13311281804059927,0.05168733221792483,0.02249493806460027,0.0050096016011145685,0.004757910913725131,0.00624983267049723
base,25,0.34345191717147827,0.20990607142448425,1,,42,300,4,32,300,42,200,,,0.003109637015140194,0.05014740192541536,0.1,0.28,0.2,0.22,0.18,0.2,0.08789015653546865,0.0394423904172735,0.027814879971763268,0.0016422963276282749,False,0.004646842572151072,0.007936440233500168,20250923,0.003109637015140194,False,0.05014740192541536,0.08789015653546865,0.0394423904172735,0.027814879971763268,0.0016422963276282749,0.004646842572151072,0.007936440233500168
base,228,0.34345191717147827,0.20990607142448425,1,,42,300,4,32,300,42,200,,,0.003109637015140194,0.05014740192541536,0.1,0.28,0.2,0.22,0.18,0.2,0.18136793937617357,0.0394423904172735,0.027814879971763268,0.0016422963276282749,False,0.004646842572151072,0.005345509935780209,20250923,0.003109637015140194,False,0.05014740192541536,0.18136793937617357,0.0394423904172735,0.027814879971763268,0.0016422963276282749,0.004646842572151072,0.005345509935780209
base,274,0.34424495697021484,0.12217728793621063,1,,42,300,4,32,300,42,200,,,0.0035107305618389743,0.04529971500021985,0.1,0.28,0.2,0.22,0.18,0.2,0.08045398085597756,0.034829339653753635,0.02074087321311517,0.0009392686822436443,False,0.0030032195047247838,0.011982554184987608,20250923,0.0035107305618389743,False,0.04529971500021985,0.08045398085597756,0.034829339653753635,0.02074087321311517,0.0009392686822436443,0.0030032195047247838,0.011982554184987608
base,464,0.345257967710495,0.2926398813724518,1,,42,300,4,32,300,42,200,,,0.0035621939574188867,0.058410494547758166,0.1,0.28,0.2,0.22,0.18,0.2,0.13311281804059927,0.05508615015478824,0.03780816291652277,0.002235981219398213,False,0.002404059625047921,0.01544837443902471,20250923,0.0035621939574188867,False,0.058410494547758166,0.13311281804059927,0.05508615015478824,0.03780816291652277,0.002235981219398213,0.002404059625047921,0.01544837443902471
